Events number,p1x,p1y,p1z,p2x,p2y,p2z
1934,-14.83514474,17.77214448,-25.10109747,17.15900357,-18.47442349,21.00920808
1935,-12.71906147,26.37240113,-10.72630528,13.21071392,-29.31420261,11.34636797
1936,31.80948075,2.849727399,-4.127964523,-36.5231985,-2.526633666,3.849700283
1937,26.83582844,11.23856022,-10.56784058,-26.63688383,-12.18078425,11.36237531
1938,-6.596991504,15.00762498,23.49556172,6.840288196,-15.1333614,-28.69793524
1939,30.86756801,10.6788656,-1.511209008,-32.32929318,-10.50468034,1.508590011
1940,-14.0503582,27.17464804,-8.958117258,15.82863064,-28.45290461,9.138311873
1941,29.68586513,3.852277232,-2.67724456,-32.46500315,-4.295902948,3.07030103
1942,1.892617865,15.64793558,-28.42754168,-1.801505536,-12.94133426,29.57126752
1943,-9.748749749,12.44293423,28.34819638,6.882871303,-11.47749289,-32.73061641
1944,35.56583425,1.102717524,10.64568653,-30.58370299,-1.172285881,-12.10112552
1945,17.75918169,16.1965274,-22.4608009,-17.35133134,-14.88342063,25.00680604
1946,9.70098105,20.93692912,-20.9868625,-9.258048781,-21.79720271,23.56741319
1947,-26.36319015,15.16747177,9.792508983,28.78266768,-17.85984639,-8.968448249
1948,-9.639135686,20.1142152,27.3038114,7.9512312,-20.62470994,-22.37576613
1949,-28.85733696,12.35306957,20.33120499,20.10473716,-15.68622194,-18.33800998
1950,-27.2037344,7.329946152,-17.29296909,23.92741643,-7.639298354,21.72621416
1951,28.62828037,2.578996967,-17.01142264,-27.91741316,-2.343354568,19.65564094
1952,-35.07707672,8.611396379,3.388129461,35.36514042,-9.194145727,-3.933734289
1953,21.72361496,2.570404632,-15.19679183,-26.07772491,-2.459191593,15.47767761
1954,-23.90860688,8.377711636,-23.45480503,22.04848892,-8.725940327,23.48886767
1955,-3.240757074,31.75914561,2.213820698,2.844141958,-31.67006939,-1.920477547
1956,-9.697031441,24.18589667,-17.69202618,9.869191808,-25.96748253,15.6144781
1957,-28.82956426,5.980802531,13.05415421,26.96868942,-6.866793808,-12.13335673
1958,-29.81770732,2.881187567,15.96829061,26.63717985,-3.232378735,-12.31839309
1959,30.12055452,7.993791274,10.41957437,-30.73710502,-7.329013819,-11.00166842
1960,9.767279521,24.85465181,19.80922295,-10.88619605,-28.65628454,-13.9400237
1961,-28.00427105,3.828668223,13.44857222,31.57254,-3.372822131,-13.50975467
1962,-14.56756817,11.26810471,25.77992891,14.22022692,-11.68468454,-28.95563779
1963,16.12700453,7.023311723,-22.76440425,-15.90790524,-8.543800608,28.68738603
1964,-31.10178564,8.123526682,12.82986704,32.46826418,-7.823492806,-10.54482976
1965,1.448146269,30.20337655,12.46941375,-1.449214761,-32.66368724,-13.79965987
1966,-20.76045595,6.45694353,21.89718716,17.36629042,-6.291617352,-21.47062135
1967,-9.086790604,29.36017089,-2.82329031,10.11396337,-33.49609194,2.530093667
1968,0.894225137,29.25390704,18.4064069,-0.982834925,-27.45717644,-15.91436995
1969,33.60868879,7.190713298,1.678072474,-30.63791195,-6.538767696,-1.678993366
1970,-11.13848254,9.412342358,-29.60485168,10.8330428,-9.583815622,27.46378247
1971,-15.57843549,28.54795169,1.804425483,13.65494679,-30.48752599,-1.749626245
1972,15.97810597,16.50196406,-24.48669166,-13.80968513,-16.58473452,25.27376529
1973,29.40577005,8.438927989,-13.59351101,-25.44686337,-10.09494582,15.04213136
1974,-28.85215616,5.63569647,-17.3279808,26.01245547,-6.269200433,20.96430338
1975,22.90294957,19.40559807,-7.679965924,-25.42971325,-21.30343347,7.20372041
1976,3.810541111,25.84495417,-16.79560852,-3.421414597,-27.51219506,16.64467299
1977,16.98430813,14.39450632,-26.80574499,-15.18394721,-11.90382271,24.13180461
1978,26.68752125,11.41518787,10.34459586,-29.6149484,-11.94190687,-12.53135826
1979,-24.50592451,5.56401294,17.23665147,25.95445285,-7.1320073,-17.71145424
1980,-34.85348652,4.386143062,3.76117142,31.32958934,-3.998287008,-3.374449787
1981,-10.33001737,5.266437087,-31.1721233,10.13329774,-5.29195207,30.83614714
1982,-0.680898796,18.54043599,23.60241057,0.667852018,-16.33684969,-27.77406899
1983,-28.66963915,14.35613711,5.636252235,29.73808941,-14.35792295,-7.095930202
1984,-15.57377625,25.94621284,11.89954994,17.55063545,-26.86211141,-11.19517244
1985,-22.83802955,9.655709299,-23.64511882,18.85377372,-10.86003141,22.31191501
1986,-21.15708999,21.79321653,-6.185165907,22.39815436,-19.95084136,6.792034389
1987,-10.86205169,4.197841574,27.34775413,10.23790509,-5.100521619,-29.79979814
1988,15.85578844,1.673171728,-26.65931669,-17.82975944,-1.868541089,26.77691111
1989,-15.76279037,21.74413257,15.56214994,16.40805593,-25.3794517,-16.05672452
1990,16.26058563,21.75187832,12.36971916,-16.85960408,-21.8807724,-12.60158229
1991,-8.376922634,25.68855034,-22.6706438,8.827753994,-24.71224357,21.98838449
1992,18.89779852,26.85475693,2.162469441,-15.64942034,-28.88415626,-2.067687348
1993,2.413689319,29.72911055,-15.58039682,-2.235448188,-26.93056821,17.34801278
1994,4.729790297,30.17502698,-2.918069923,-4.265020796,-32.13717162,3.488448464
1995,6.428391317,25.72692075,11.05081166,-6.07319532,-31.88453632,-9.280822864
1996,-7.84660518,8.734771558,31.71114808,7.948753852,-9.294928612,-35.86700671
1997,20.98491026,14.12074273,-23.29489809,-20.81266848,-14.59297117,17.12992592
1998,-5.093377192,29.0919353,3.169581581,5.407645865,-30.33145354,-3.197216489
1999,-4.001181149,23.18885108,21.70124295,3.776854595,-24.53445615,-22.09343994
2000,-13.05435623,24.63675263,19.02834511,12.34446756,-26.25063197,-16.80792615
2001,16.93928791,20.15330093,-18.29242755,-15.6106729,-17.0241856,19.65999731
2002,-15.68882528,26.75016714,-15.7370182,14.54732794,-21.57348798,15.71319734
2003,-10.64866683,14.35407906,-25.21636666,11.15769871,-15.33964767,28.28081979
2004,-1.681977417,28.9532491,8.935515718,1.828004382,-32.42971628,-9.565741623
2005,-8.140143198,30.97248378,6.204740922,8.842809257,-29.08292428,-6.324487884
2006,-0.061292684,28.06354819,4.758878353,0.063575618,-35.57500942,-5.731091712
2007,-13.88727411,11.82061228,29.63075125,14.76479914,-13.99008172,-26.1634316
2008,-5.231121088,30.82131432,-11.64891994,5.100766777,-28.69784328,11.7897432
2009,10.32602843,25.87811338,10.23139899,-10.30464033,-31.03203141,-9.055460342
2010,25.72917542,14.20829237,3.817644925,-27.26887372,-14.45714403,-4.406701823
2011,10.79586847,23.4484256,13.22770296,-11.37848161,-28.37536969,-13.45215601
2012,-10.23460397,30.25371238,-5.288587724,11.585366,-32.37792162,4.894538891
2013,-9.72709982,31.1932198,-5.211164385,13.36161459,-28.12416495,5.502026787
2014,21.98836287,10.17784446,-17.50746457,-22.58900614,-10.70694247,21.06036246
2015,-7.964329173,29.10108981,-12.46626409,5.797137812,-29.45061533,10.49052313
2016,-7.78688494,24.91058481,18.08795538,6.130953081,-25.33925726,-20.09391624
2017,-22.02471423,14.62685713,-15.8383457,19.154352,-15.33797842,17.26007233
2018,16.20686632,20.49976527,-17.86220783,-16.80533777,-18.29680406,17.80542444
2019,18.88167467,3.508777575,25.20957495,-19.1058062,-4.093224739,-24.46854649
2020,10.38182363,27.96543643,1.539711913,-10.80397783,-33.39349284,-2.127272111
2021,10.15324909,28.57605937,-7.510037152,-11.44843296,-27.66356424,7.942349257
2022,-26.58655613,8.220706946,11.30792749,27.66213917,-9.900710778,-10.994679
2023,8.899182449,9.47265339,29.64143377,-10.16314858,-9.172598493,-27.87267488
2024,-27.55637711,5.626852882,15.66713365,26.89960435,-5.054515679,-18.41892309
2025,-27.33601327,13.56127185,8.517515825,28.70670857,-15.85797105,-9.127597575
2026,-18.95036896,24.30220677,-8.00382675,20.84197843,-22.79336675,7.358426358
2027,-26.94846657,11.86445904,7.488520508,27.29079372,-11.62800036,-8.095290027
2028,-2.242797516,24.13744511,19.51012092,1.888863952,-24.48202521,-21.57338382
2029,-4.575174905,28.98665317,-14.91548776,5.054707166,-28.37893767,19.4905968
2030,27.11213784,8.152345676,-11.6507969,-29.84627221,-8.492138973,13.74555775
2031,29.20946849,10.56438068,4.323469178,-27.50686314,-8.685137601,-4.445315673
2032,-4.943485771,30.84056554,-2.271458965,4.955258911,-26.80792338,2.550744085
2033,-0.552076628,30.8786917,-16.32224146,0.529754389,-30.16472268,15.53908802
2034,-31.87609013,7.809606623,-11.53120134,31.75661479,-6.880508023,12.55957762
2035,-12.84312016,24.32352071,19.96635608,15.13745357,-17.76357323,-16.13669671
2036,19.11193333,3.573762771,20.52628803,-21.09870017,-4.286788133,-25.29219694
2037,-1.280417002,28.15839373,-3.959691892,1.545189577,-29.9057102,3.584001572
2038,13.31790507,26.65989635,9.477147485,-14.07189621,-26.39505382,-8.277333593
2039,24.82896017,19.15495483,-10.22267475,-24.23264949,-14.48190265,12.58223061
2040,24.45657622,17.25746633,-3.413577566,-27.9952528,-15.95881967,4.225168945
2041,5.602671799,25.6951187,22.44473949,-5.847998629,-21.18865909,-23.2169664
2042,1.858667924,10.40401686,-27.94422442,-1.715008298,-11.35020118,32.30931029
2043,-8.051533432,26.07900277,-18.00858317,9.367740509,-25.0111616,16.36964486
2044,-5.358436463,22.89344714,-24.42156389,4.613939705,-20.93757077,23.41361607
2045,-24.28728218,17.10249112,-16.69883721,26.79395092,-17.44095328,15.25533434
2046,-5.997069282,34.58417033,-0.055261212,7.21600321,-34.41015967,0.056932418
2047,-12.92109003,26.61924236,-12.98571032,12.31130266,-25.90108935,14.92881308
2048,22.83334576,9.02743163,25.86856342,-23.43202918,-8.486673832,-20.93660795
2049,21.62957588,6.231683578,22.46248712,-21.39862855,-6.818015602,-21.42382263
2050,26.92906332,5.136113269,-6.713503357,-33.24495207,-4.262427236,6.839706404
2051,-16.85588485,0.314341213,-26.62693878,17.68930365,-0.343754976,26.96299534
2052,-2.894503341,16.04052404,-29.7223543,3.135521354,-19.53756625,29.58804244
2053,-22.82234502,3.269447329,-23.28115501,23.72526485,-3.519311556,23.89101893
2054,24.95364552,14.83660495,18.01429085,-25.05215455,-16.83783759,-16.84797291
2055,-1.32887445,15.21276785,28.47616887,1.502207034,-15.61848911,-25.37992804
2056,17.73028597,8.216034112,-22.63610752,-20.95759081,-8.104855708,25.19574088
2057,29.84229553,5.336899736,0.439677564,-33.64174563,-6.705736564,-0.516921028
2058,-6.060717245,18.52917617,-23.23111543,6.77430638,-18.33165857,27.92276321
2059,6.784333194,15.14622772,-27.87576533,-6.227935453,-14.76150247,28.7089649
2060,-6.416652805,30.50561596,0.38350949,7.348624117,-35.70619846,-0.398539275
2061,-15.36481603,9.202021606,-26.6994535,18.53755454,-9.393756779,26.11216315
2062,-8.16001113,19.66273987,-21.43588547,8.411757321,-19.11956989,21.93666073
2063,26.12301922,15.81193098,8.102683394,-25.28032041,-15.27247691,-9.047718717
2064,-9.105553603,27.32911186,2.559686996,9.011733011,-29.19234374,-2.492363511
2065,-23.23775505,6.942386744,-24.92794143,18.04667438,-7.695655487,23.48410027
2066,1.339241858,32.73964965,-5.203608086,-1.501572696,-34.82060899,5.482263758
2067,23.49987475,20.17515267,-0.789129453,-22.87350128,-16.07093499,0.83044606
2068,-27.58035617,17.08551427,6.61254032,24.48012721,-17.94364405,-7.760164718
2069,-8.43997152,26.50777067,-6.574811482,9.638920224,-32.8004206,7.337364955
2070,17.30723756,22.0739633,-20.84376212,-14.01255369,-22.50901051,19.8446562
2071,-5.916551275,27.36751614,-15.17236938,6.802292624,-27.258145,17.85032637
2072,20.12695472,13.00900835,22.5697134,-16.45847205,-11.86057642,-24.53680812
2073,31.20037539,1.944455379,-0.073450197,-33.29328211,-2.508131772,0.090140409
2074,28.14820292,8.796769412,-10.50206541,-30.42680956,-7.495985675,8.315654364
2075,26.7587267,19.43466222,6.283515275,-24.84792518,-17.47476655,-5.560422826
2076,-19.30033248,8.332374293,16.92301162,23.23374993,-9.723233427,-21.16772203
2077,31.48362556,6.504416513,-12.33470324,-28.46821287,-5.735244453,9.899110359
2078,-14.39213463,24.3193598,7.943451603,14.96576705,-26.39600696,-7.615738929
2079,19.37193878,6.34671773,26.68993489,-18.85303315,-5.097683508,-22.78740929
2080,-11.1918674,8.94509071,-29.48763911,11.0672247,-9.06220315,27.90627673
2081,-18.18199223,14.40018528,19.72719147,20.25013788,-15.75659286,-21.99593508
2082,-21.42806845,23.94005626,11.40398908,21.56689954,-21.98909321,-10.55052395
2083,-25.99362708,17.46415557,10.94873806,22.07276921,-18.8514984,-12.7621613
2084,-26.1017079,6.502836414,-9.331549588,30.16875679,-6.687487449,9.118601097
2085,12.21124322,29.18645121,2.632775135,-10.87827656,-26.59990082,-2.539042535
2086,9.872217126,32.20095061,-5.854990588,-8.567182863,-27.32559086,7.146387405
2087,25.76681028,17.82517114,9.629702452,-23.65127521,-17.20094752,-9.101361906
2088,-28.40921308,16.8443912,-13.91497685,27.29068295,-11.15392272,12.28236533
2089,4.180786362,27.40192517,11.1471708,-4.646782037,-29.81305309,-12.31513765
2090,3.765913443,28.23831326,-13.69028497,-3.528624178,-30.93596212,12.69003082
2091,11.84241924,26.58686016,3.984189528,-15.2610097,-28.6896625,-4.534607227
2092,-18.95065072,24.93007213,-10.3169206,16.87487467,-27.92523719,10.28499407
2093,-22.92652504,17.3005009,-12.16040631,25.59410645,-15.28456355,12.0866714
2094,7.48764862,24.22984706,-14.17671185,-8.076838161,-31.15920111,14.72186591
2095,8.099273957,25.98634832,15.73404218,-6.624860739,-29.07335645,-15.67206189
2096,1.433869528,19.47999548,27.38137447,-1.300223869,-18.31979433,-27.47320993
2097,23.03170155,2.963504132,-21.38487585,-26.00288143,-3.283694896,19.29623864
2098,29.21686956,2.63587344,6.770485069,-30.5831525,-2.881444479,-8.156608724
2099,-15.9607312,22.67513312,-2.634672605,14.73939275,-31.11365656,2.206055571
2100,25.63149919,20.28326604,2.775517662,-23.60119034,-19.69897431,-2.616487108
2101,2.164076848,12.15083766,33.00230574,-2.747664503,-13.18390385,-30.35774793
2102,-8.139402583,26.64923848,17.47049877,7.080926517,-24.89983264,-20.34492983
2103,16.15065848,27.89549257,4.619132168,-19.97607045,-26.67129903,-5.662976667
2104,-31.58844528,8.217908241,-6.851622437,33.89196012,-7.81255175,5.788290053
2105,9.641961555,14.01150826,30.06504249,-9.840164589,-11.9262573,-24.43594616
2106,15.26733372,16.42393047,-23.78325352,-14.17697021,-17.07917546,21.60793067
2107,7.276755384,26.45527952,11.56053945,-8.123194299,-29.45042659,-10.89561239
2108,13.46330864,26.9051553,-3.60983331,-15.23987124,-28.86162395,3.419198143
2109,-21.32653073,20.9150137,15.67164347,22.21804113,-17.06800927,-14.92001551
2110,-12.73794151,4.50886937,31.34025813,13.72680005,-4.116597934,-27.39737934
2111,15.07464182,14.22529216,25.08851786,-14.15708133,-16.14121049,-22.37404229
2112,-19.44063279,2.580917003,24.49782941,19.74613655,-2.359490965,-25.00943566
2113,-1.866079649,34.92428408,5.60514745,2.372559174,-28.70276057,-5.902247478
2114,-16.00126954,10.24622225,22.74940491,15.39572218,-10.53958511,-27.69405661
2115,1.40306803,15.43980887,-31.03486194,-1.429900154,-15.22902361,34.45197036
2116,16.85929168,20.87478169,14.13893227,-16.37462837,-21.21721631,-14.2407312
2117,-34.4227322,0.754366891,2.300818705,33.58751859,-0.454107138,-2.209630801
2118,-10.42853669,27.33251201,-8.881665367,10.80430993,-28.35813725,7.697899825
2119,-7.189903062,32.64650862,-8.633802469,6.725440129,-32.17779956,7.978784877
2120,21.42727159,21.15678363,14.11733103,-22.29177575,-20.41745136,-13.5679991
2121,19.69777409,24.80320471,-2.365539421,-22.46715309,-27.6044408,2.448249845
2122,-20.01799856,24.79562186,-9.126475384,18.80359588,-23.58356937,9.789226738
2123,8.048631496,33.53135529,2.694412307,-8.546060564,-29.8706695,-3.001465553
2124,9.383476525,28.78830024,4.987399266,-8.018370265,-30.74557067,-5.026348218
2125,-11.57557187,4.374555709,-33.95155526,13.10686793,-4.300651642,29.53263186
2126,-15.31316011,22.85188441,-12.48157102,17.84644819,-24.23589551,16.09798267
2127,22.34218636,7.553653209,-21.86322755,-21.77378504,-6.724662964,19.91924902
2128,-25.19016158,8.818152448,9.877959502,25.31754271,-11.05603619,-10.6947778
2129,26.30394582,0.815578702,-13.22988366,-31.74268869,-0.851841823,14.43351637
2130,-24.06500485,24.20473821,4.408685777,19.86797867,-21.45772503,-4.380914607
2131,-10.34427819,31.41607256,5.77804844,12.47562573,-32.08617647,-5.481760195
2132,8.208102151,17.89567429,-28.7151391,-8.190442222,-14.83398334,31.21323204
2133,1.334279208,32.45572014,2.531668499,-1.58476978,-33.14856089,-2.312779545
2134,17.98484243,25.20981524,-5.143278514,-20.63938163,-22.26927501,5.520671307
2135,-27.36548203,7.287075403,-20.38005293,26.0896,-7.435081507,19.90573937
2136,-11.59918251,9.224339764,36.23396953,11.90535711,-9.868003887,-28.0632809
2137,-19.0754661,27.50529633,8.807196135,14.49601088,-26.15492079,-8.609396498
2138,13.50873834,1.953839266,30.10054329,-11.79848822,-1.980157774,-29.82452422
2139,17.33858625,12.9130372,-23.9994324,-17.24820457,-12.18476431,24.42467862
2140,-0.664316595,30.45595035,-14.41815184,0.575659088,-28.99137063,12.93336515
2141,4.554717643,35.68427142,-0.64989049,-4.006040736,-31.85346105,0.640412326
2142,2.994204179,20.10049999,-23.64156863,-3.223562597,-22.36726123,23.41808733
2143,1.740147329,31.41636047,-19.40460674,-1.584909532,-25.67601014,17.206178
2144,2.445194676,11.84794078,27.32837314,-2.216841844,-10.60311279,-27.8935601
2145,-11.83917981,26.75387624,-13.55409781,12.40121452,-25.86341483,14.59448014
2146,18.35848468,24.05917604,11.5928596,-17.47964951,-21.9971887,-13.31399142
2147,12.84408094,2.772846314,30.63666057,-13.2840956,-3.238209944,-29.85187934
2148,-17.52719926,17.10961303,22.75113146,19.15514965,-18.20500314,-19.25077213
2149,20.10488378,27.9207739,-0.298303532,-17.73996652,-28.4593119,0.272620435
2150,24.59184294,3.743723956,-19.6280057,-24.66219823,-3.587801221,16.30441319
2151,15.6763641,2.760986034,-30.09481557,-13.84782249,-2.863663388,25.54195297
2152,14.72002819,34.07298188,-0.114990716,-14.69427007,-30.64749098,0.122345164
2153,10.4226618,19.85757689,-21.56862815,-10.23978208,-20.32730937,25.15726027
2154,-12.68091343,19.00939957,-25.11285806,14.21602544,-19.31129229,21.61181775
2155,28.26489461,14.17352862,13.06943247,-24.31454111,-13.98010788,-15.93952622
2156,-25.90634229,3.801717668,-19.14981889,24.001132,-4.409427293,20.30019614
2157,-20.46071748,22.94024849,10.31172917,21.70895902,-20.53784924,-11.21580579
2158,11.84739182,24.91394139,7.795085827,-12.3127016,-28.79302268,-7.488334871
2159,-32.02129265,13.35831105,1.483081351,30.14783063,-12.79903502,-1.55963425
2160,-6.105675968,31.53279517,-5.980801073,6.234640282,-28.85042448,5.293681926
2161,4.999945599,30.59936328,-14.95590346,-4.805462357,-28.91373488,14.8219535
2162,-22.58349917,17.25030343,-12.18498346,20.37313108,-16.23044896,11.25976223
2163,-7.709569523,29.84228353,12.87282542,8.776238925,-27.61179011,-14.89918304
2164,-25.8450808,19.13061893,4.943852069,24.88708552,-16.52777173,-4.740783232
2165,4.134651892,20.19884912,-27.74041443,-3.912046524,-20.85418149,27.22292136
2166,30.37531943,0.166237012,11.24308038,-31.57516681,-0.161010164,-13.30796298
2167,-5.802366443,29.60086883,-17.16133699,4.440482187,-27.83217509,17.57102432
2168,14.13493467,21.93181453,-22.50798627,-13.17143124,-16.61390021,20.96497824
2169,18.07472608,22.73698483,-0.216959182,-20.00984507,-22.60263008,0.197895466
2170,-10.46030543,5.020579981,-22.88295976,13.19278018,-4.417353812,29.54450113
2171,8.227322535,31.42949468,2.362516367,-7.616680169,-31.14171426,-2.395741717
2172,2.439113467,32.11498647,-0.366886816,-2.526863469,-30.76301608,0.394319923
2173,18.86776048,15.82910705,17.90343063,-19.40870639,-18.95124825,-17.08745366
2174,-28.17581029,4.933937625,6.845217153,30.69000565,-4.067816792,-6.29688262
2175,33.02249135,5.231273432,-8.313018931,-27.220487,-5.58203479,8.710034246
2176,14.6733017,0.453277594,-30.62610715,-14.67152568,-0.500431936,29.59177539
2177,29.16642731,2.75890784,-17.8035798,-27.78793425,-2.798003581,18.48244645
2178,25.98695399,18.50500679,-14.74464697,-25.77363554,-16.91023986,13.24369208
2179,-12.72641981,24.36707756,19.68643954,11.84167054,-22.2855167,-16.12622114
2180,-15.61243747,28.13540715,2.978811799,16.36932005,-25.74163478,-2.561505278
2181,8.982111926,11.11134202,35.14299539,-8.671196119,-12.20665121,-24.56410495
2182,12.96650071,24.0628995,15.00365845,-13.21702883,-24.71191675,-14.02240243
2183,3.977556996,26.03168135,16.25611925,-3.866125196,-26.87625515,-16.40150555
2184,2.915184386,29.74559955,9.202808803,-3.256913149,-36.85392904,-10.77215248
2185,26.68965432,15.0498917,5.014717125,-28.3697561,-17.01767827,-5.035303919
2186,10.07578048,26.0341622,4.080729186,-10.41045305,-27.6899207,-4.979427367
2187,-11.0912144,26.01545003,13.73211705,9.480921124,-29.62630952,-13.26075069
2188,0.446087632,28.05107605,19.45417216,-0.448485382,-25.02441776,-17.64360164
2189,20.93723771,18.8452059,11.64556536,-16.17883912,-23.21857347,-9.889191536
2190,-27.18810933,14.68722919,-10.6577515,25.49954556,-15.17023716,11.49587889
2191,-9.033597459,25.76429419,-6.972412694,8.870000495,-31.38684769,7.283114755
2192,-23.69365845,13.01073947,-14.83773578,24.0317276,-13.24654293,19.41655187
2193,29.67065885,3.59959641,-2.558839754,-34.38100872,-3.890732742,2.308736102
2194,-19.81709971,27.12122117,5.673754452,15.59355513,-26.73275338,-5.347627356
2195,-11.14157298,15.06491608,24.8062577,11.87741311,-16.03532656,-24.45990713
2196,-6.500602915,25.27407847,18.9931721,6.39782293,-26.49698587,-18.06546874
2197,23.87903988,7.442848869,-14.7675577,-26.99738303,-8.078201953,14.14480363
2198,29.31313873,8.951232743,-1.881548955,-37.17662856,-10.08602771,2.34803454
2199,33.06896969,6.076652433,3.401535874,-34.19094695,-5.886108169,-3.325895913
2200,-18.54371103,25.25407034,-10.04173115,17.05627898,-24.78935558,9.223820176
2201,24.10852283,10.07824862,-21.80442223,-25.12892481,-10.57124714,20.08373909
2202,-10.53122011,13.90697998,29.9342041,8.999253418,-13.26767409,-26.61650123
2203,6.140488525,12.86414167,-29.03973543,-5.530539879,-15.21254469,28.9843012
2204,30.59267504,2.502195627,14.37226032,-27.72445879,-2.217623713,-12.90358882
2205,-8.925340551,17.34388325,26.16445547,10.30836082,-17.42011516,-26.44415462
2206,-11.71254717,17.66631492,23.95295705,11.77749247,-14.40593805,-23.37396377
2207,-24.25054371,16.13437646,-5.090203406,26.44015619,-18.36455884,5.50510479
2208,-12.83284995,24.32561191,-19.8431054,13.36817723,-19.09860338,22.11449413
2209,-33.91340811,4.126554005,8.898529856,31.05597546,-4.322303587,-9.227488342
2210,-24.05740179,12.44667193,-15.91651842,24.0435434,-10.77282665,13.67555095
2211,-4.952498802,19.40252458,-25.77227486,5.003585685,-18.13029613,24.61891566
2212,-25.27003058,7.468504401,-22.5737272,22.44817967,-8.945054094,21.94025924
2213,-2.638617533,15.77799032,25.49811753,2.410468846,-15.32844969,-25.56379942
2214,7.207339185,17.7901239,-29.2128387,-7.14701828,-18.78321424,26.82367661
2215,13.91559628,25.46090819,14.81102404,-14.72317495,-23.61511872,-15.22797437
2216,32.1632045,13.70436296,-5.623442586,-30.27019409,-11.91965108,6.136360503
2217,-4.214202279,23.63528064,-19.32975835,3.910308423,-27.7233382,20.28445846
2218,-3.219909484,29.50575134,12.67539996,4.262153635,-30.42377724,-12.74422473
2219,9.919035671,4.95137768,29.48525367,-10.56473959,-4.99961818,-26.2486205
2220,18.15833614,16.69271258,22.70599137,-18.63154586,-18.05351297,-22.54333312
2221,16.23624364,11.38754421,-21.33521144,-16.81267826,-10.69431997,21.52046005
2222,-8.52194655,7.974961396,-32.4297408,8.321388223,-7.816134753,25.79693463
2223,10.85185336,24.8782907,-18.73692105,-10.52956606,-22.24076862,20.91659875
2224,-2.57964235,23.22848135,-24.19132814,2.778117292,-20.07888176,23.30993872
2225,-33.55171754,4.969780698,-4.541483306,30.89175794,-4.326746083,4.346091067
2226,14.17449834,12.14820449,22.3521762,-14.14414626,-11.55857665,-23.08968063
2227,-19.17442163,24.9378528,-5.961473135,20.36047621,-21.39958559,6.468906275
2228,10.94623307,19.70599759,-19.96798828,-9.000892524,-21.98968024,21.45412221
2229,-16.73223999,13.23037344,26.42690593,14.07190189,-12.58509567,-23.554456
2230,-29.32636337,6.956706099,-12.82890583,30.28082319,-8.457887781,11.19725226
2231,-18.0659661,8.900552016,28.67479435,19.57066911,-8.877054842,-25.59060722
2232,-5.809920529,36.16374627,-1.284921534,6.121653411,-33.49544197,1.357809972
2233,16.22586459,23.868137,-12.79635505,-16.77086465,-24.97047756,12.29456855
2234,-2.007199806,28.50629286,-14.97025946,1.8856146,-31.07007677,13.34073158
2235,-18.1881474,20.85307063,12.0337644,18.99409296,-19.52907498,-13.39606755
2236,-13.73443595,7.101922736,-27.89831732,14.99564986,-6.068119785,27.81957602
2237,-1.007076818,17.83482855,24.42865781,0.996660153,-18.82252741,-25.78207633
2238,-20.1169023,21.57625849,-4.870719299,18.6498385,-23.16117546,5.819857212
2239,31.22780075,12.79126226,1.7896281,-32.20871793,-10.27948175,-1.504270267
2240,-30.56875432,10.6678213,-0.591113007,28.43166135,-10.26030264,0.684113679
2241,-13.60724385,22.27360746,-22.43242674,13.16637421,-21.16046328,18.16166028
2242,-23.24887523,22.50701551,-1.21725252,20.81016872,-23.01554321,1.049948042
2243,9.242132159,28.43966266,-12.17099635,-8.467689743,-29.19571086,11.65380217
2244,-28.22239684,6.624302677,-7.868546517,29.35594672,-4.584612286,9.555792593
2245,30.85471505,15.05905323,-1.564704445,-27.077193,-16.36982172,1.897312296
2246,-1.881861278,31.69317262,-6.278123488,1.902182276,-32.80265312,6.67955537
2247,-14.34524593,0.724763818,27.26005778,14.62166296,-0.756791197,-25.05635468
2248,-28.15664041,8.04095087,-10.51233372,30.33203079,-8.680515922,10.58562221
2249,-24.63612109,0.305732963,20.62290899,25.58426015,-0.287864968,-17.71054071
2250,24.77398113,13.66045382,-15.11820635,-25.08534707,-13.54910403,12.55150651
2251,10.25509955,5.447207842,31.80672703,-11.59086568,-5.60981798,-29.41294637
2252,-6.223694565,16.39656662,26.82456237,6.36502583,-16.63943079,-26.53623151
2253,-19.34470831,8.256165079,-28.26988431,15.45678821,-8.356188395,25.55088729
2254,-13.64226628,26.76524541,0.86688109,14.49154161,-28.98573609,-0.828742813
2255,-20.27378603,6.16992844,-25.64275928,18.25802479,-5.792151115,22.32485339
2256,-18.40735494,21.92662878,18.0014947,20.78041916,-17.75211257,-17.31191119
2257,24.82341915,17.81315516,2.366926849,-26.72034475,-16.13925641,-2.414542015
2258,-4.606101938,27.87363262,4.882524809,4.480148344,-33.46644499,-5.081241566
2259,23.13234065,1.423312473,-26.10850933,-19.81112822,-1.34147259,26.32534242
2260,11.11645862,34.10828732,-5.861398149,-9.46744326,-29.60206671,6.903558827
2261,28.95113434,15.95742573,-7.121428044,-27.17693456,-15.24125455,5.928023257
2262,-18.2965228,21.33741579,-16.16837193,17.46645875,-27.38721045,13.60529102
2263,-23.32405353,4.703106837,20.78233856,25.36958528,-6.008151848,-23.83070308
2264,-7.695020373,31.83983211,0.447174999,8.406619525,-36.62330027,-0.545980022
2265,-0.386419822,33.3561769,-7.894505902,0.351888939,-28.80832842,9.093392511
